66 (3021)
44 (2612)
34 (3040)
56 (3021)
46 (2556)
58 (3195)
36 (3099)
25 (2860)
48 (3013)
17 (2500)
29 (3181)
3 (2839)
5 (2971)
7 (3076)
9 (2874)
60 (3149)
40 (3170)
62 (3060)
52 (3185)
42 (2714)
64 (2631)
31 (2526)
9 29 34 36 52 66 (2503)
40 52 56 58 60 66 (2817)
5 40 48 52 62 66 (2553)
5 7 34 40 48 52 (2572)
5 7 34 40 48 58 (2580)
25 29 52 56 58 66 (2539)
40 52 56 58 60 62 (2858)
25 29 52 56 58 62 (2593)
29 34 40 42 52 58 (2578)
9 29 58 60 62 66 (2593)
29 36 40 42 52 60 (2567)
29 36 40 42 52 58 (2590)
29 34 36 48 58 66 (2707)
29 34 40 42 52 60 (2555)
5 34 36 52 62 66 (2541)
9 29 34 36 52 56 (2533)
29 34 36 48 58 60 (2801)
9 29 34 36 52 58 (2645)
36 48 52 56 58 62 (2709)
36 48 52 56 58 60 (2779)
5 7 34 40 48 60 (2557)
29 34 36 48 58 62 (2700)
36 48 52 56 58 66 (2666)
34 36 48 58 60 66 (2711)
25 29 34 58 60 66 (2580)
3 34 36 48 52 58 (2506)
34 36 48 58 60 62 (2680)
25 29 34 58 60 62 (2567)
29 34 40 48 58 66 (2712)
25 29 52 58 60 62 (2689)
29 34 36 52 58 62 (2803)
5 7 34 36 40 52 (2658)
5 7 9 29 58 60 (2534)
29 34 36 52 58 60 (2884)
29 34 40 48 58 62 (2714)
7 29 36 58 62 66 (2676)
7 48 52 60 62 66 (2618)
29 34 40 48 58 60 (2805)
5 7 29 52 60 62 (2689)
5 7 34 36 40 58 (2666)
7 40 52 58 62 66 (2751)
25 29 52 58 60 66 (2696)
9 34 58 60 62 66 (2500)
29 34 36 52 58 66 (2775)
5 7 34 36 40 56 (2530)
5 34 36 40 58 60 (2728)
3 29 40 48 60 66 (2539)
5 34 36 40 58 62 (2670)
5 7 29 52 60 66 (2710)
25 29 40 52 58 66 (2672)
25 29 40 52 58 60 (2784)
3 29 36 40 48 52 (2611)
3 7 29 36 52 62 (2548)
25 29 40 52 58 62 (2701)
3 7 29 36 52 60 (2629)
5 25 29 36 52 60 (2541)
3 29 40 48 60 62 (2521)
5 9 29 34 58 60 (2582)
5 34 36 40 58 66 (2637)
5 7 34 36 40 60 (2623)
7 25 29 58 60 62 (2588)
3 29 36 40 48 58 (2620)
34 36 40 48 58 66 (2690)
25 29 36 48 58 60 (2699)
5 7 34 36 40 62 (2564)
25 29 36 48 58 62 (2596)
7 25 36 40 56 58 (2506)
5 29 40 52 62 66 (2697)
7 25 29 58 60 66 (2595)
34 36 40 48 58 62 (2692)
25 29 36 40 60 66 (2617)
3 7 29 36 52 66 (2528)
34 36 40 48 58 60 (2783)
7 29 34 52 62 66 (2646)
29 34 48 58 60 66 (2733)
25 36 52 58 60 62 (2635)
7 29 36 40 56 58 (2789)
25 34 36 48 58 60 (2563)
5 34 48 52 60 62 (2562)
29 34 48 58 60 62 (2702)
25 36 52 58 60 66 (2638)
5 7 34 36 40 66 (2533)
5 7 36 52 62 66 (2508)
25 29 48 56 58 60 (2555)
34 40 42 52 58 60 (2558)
5 36 40 52 62 66 (2604)
5 34 48 52 60 66 (2596)
7 34 40 52 60 62 (2738)
5 7 34 36 52 56 (2544)
5 9 29 40 60 66 (2536)
5 7 34 36 52 58 (2676)
9 29 34 36 56 60 (2501)
5 9 29 40 60 62 (2529)
3 7 29 36 52 58 (2663)
3 7 29 36 52 56 (2533)
7 29 36 40 56 66 (2625)
3 7 29 60 62 66 (2518)
3 7 29 36 40 66 (2513)
5 25 29 36 52 58 (2568)
7 29 36 40 56 60 (2746)
3 7 29 36 40 60 (2613)
5 25 29 36 40 60 (2531)
7 34 40 52 60 66 (2747)
7 29 36 40 56 62 (2703)
5 7 29 36 40 48 (2626)
3 7 29 36 40 62 (2542)
5 7 29 36 40 58 (2737)
5 7 34 36 52 66 (2542)
5 7 29 36 40 56 (2589)
5 7 29 36 40 52 (2727)
36 40 42 48 52 58 (2515)
36 40 48 58 60 66 (2822)
7 40 52 60 62 66 (2751)
36 40 48 58 60 62 (2810)
5 29 36 56 60 66 (2563)
36 40 42 48 52 60 (2502)
3 29 34 40 58 66 (2563)
5 29 36 56 60 62 (2574)
3 29 34 40 58 62 (2588)
7 9 40 56 58 60 (2591)
5 7 34 36 52 60 (2632)
3 29 34 40 58 60 (2650)
7 9 40 56 58 62 (2544)
9 29 34 36 56 58 (2537)
5 7 34 36 52 62 (2566)
5 29 40 58 60 66 (2807)
5 29 34 52 56 58 (2726)
9 34 40 58 60 66 (2590)
5 7 29 36 40 66 (2604)
5 29 40 58 60 62 (2795)
9 34 40 58 60 62 (2590)
5 25 40 58 60 62 (2510)
5 7 29 36 40 62 (2634)
5 7 29 40 52 60 (2780)
5 7 29 36 40 60 (2694)
5 25 40 58 60 66 (2519)
3 5 29 40 60 66 (2510)
5 7 9 29 34 52 (2509)
5 29 36 40 62 66 (2611)
3 7 34 36 52 58 (2532)
5 36 40 56 60 62 (2567)
5 36 52 58 62 66 (2617)
9 56 58 60 62 66 (2504)
9 29 34 48 52 60 (2543)
5 7 29 40 52 56 (2681)
5 7 29 40 52 58 (2823)
5 36 40 56 60 66 (2548)
7 29 34 36 62 66 (2558)
5 7 34 52 60 62 (2619)
5 29 34 48 56 58 (2548)
5 25 29 36 40 58 (2557)
5 7 34 52 60 66 (2639)
25 36 40 52 58 60 (2730)
5 7 9 29 34 40 (2501)
25 36 40 52 58 62 (2647)
5 52 56 58 62 66 (2583)
34 52 56 60 62 66 (2639)
25 36 40 52 58 66 (2614)
5 7 29 36 52 56 (2604)
5 7 29 36 52 58 (2747)
36 40 52 56 62 66 (2639)
9 52 58 60 62 66 (2589)
29 48 58 60 62 66 (2736)
3 5 29 40 60 62 (2500)
5 29 34 52 56 60 (2682)
5 7 29 40 52 62 (2720)
5 29 34 52 56 62 (2647)
7 34 52 58 60 62 (2750)
5 7 29 40 52 66 (2690)
5 29 34 52 56 66 (2591)
7 34 52 58 60 66 (2767)
5 25 29 36 40 52 (2548)
7 40 48 60 62 66 (2614)
9 29 48 52 60 66 (2555)
3 7 34 36 40 52 (2509)
3 29 40 52 60 62 (2667)
3 29 36 40 48 62 (2516)
25 36 48 56 58 60 (2548)
9 29 48 52 60 62 (2534)
29 40 58 60 62 66 (2869)
3 29 36 40 48 60 (2599)
5 29 34 36 48 56 (2523)
5 29 34 36 48 58 (2675)
3 29 40 52 60 66 (2670)
3 29 36 40 48 66 (2513)
29 36 56 60 62 66 (2650)
5 29 34 40 48 62 (2580)
25 29 36 40 60 62 (2618)
3 40 48 52 56 58 (2508)
5 29 34 36 48 52 (2667)
7 34 36 40 60 62 (2650)
5 29 34 40 48 60 (2659)
5 7 29 36 52 66 (2613)
5 48 52 56 60 62 (2508)
5 7 29 36 52 60 (2703)
7 34 36 40 60 66 (2659)
5 7 29 36 52 62 (2636)
5 29 34 48 56 60 (2524)
5 48 52 56 60 66 (2511)
5 9 29 34 58 62 (2518)
5 29 34 40 48 66 (2583)
3 7 34 36 40 58 (2516)
7 9 34 40 56 58 (2523)
29 34 40 52 58 60 (2959)
7 48 52 58 62 66 (2618)
7 40 58 60 62 66 (2762)
29 34 40 52 58 64 (2524)
5 40 52 56 60 62 (2659)
29 34 40 52 58 62 (2888)
5 29 34 36 48 66 (2575)
29 34 40 52 58 66 (2851)
7 29 36 60 62 66 (2676)
5 7 36 58 60 62 (2606)
7 36 40 58 62 66 (2665)
9 29 34 48 52 58 (2559)
5 7 36 58 60 66 (2625)
5 7 9 29 34 58 (2516)
5 7 34 36 40 48 (2555)
5 29 34 36 48 60 (2651)
7 48 58 60 62 66 (2629)
5 29 34 36 48 62 (2565)
5 36 48 60 62 66 (2551)
5 40 52 56 60 66 (2640)
7 40 48 52 56 66 (2573)
3 40 48 52 60 62 (2512)
7 40 48 52 56 62 (2619)
7 40 48 52 56 60 (2682)
3 40 48 52 60 66 (2530)
5 7 34 36 60 62 (2531)
7 29 34 52 58 62 (2792)
3 29 48 52 58 62 (2548)
3 29 48 52 58 60 (2641)
5 7 34 36 60 66 (2551)
7 29 34 52 58 60 (2873)
7 29 34 52 58 66 (2765)
3 29 48 52 58 66 (2554)
7 40 48 52 56 58 (2705)
7 9 29 36 40 48 (2524)
9 29 36 56 60 62 (2515)
3 34 40 48 52 58 (2509)
5 7 34 40 52 58 (2754)
9 40 56 58 60 62 (2606)
5 7 34 40 52 56 (2622)
7 34 36 40 48 52 (2689)
7 9 29 36 40 52 (2628)
5 29 34 36 40 48 (2657)
34 40 48 52 58 60 (2800)
34 40 48 52 58 62 (2709)
5 29 58 60 62 66 (2721)
5 34 52 56 62 66 (2520)
9 40 56 58 60 66 (2571)
34 40 48 52 58 66 (2707)
29 34 40 56 60 66 (2705)
5 7 29 48 60 62 (2537)
29 34 40 56 60 62 (2731)
5 7 29 48 60 66 (2573)
7 40 48 58 62 66 (2614)
7 9 29 36 40 58 (2635)
5 7 40 56 58 66 (2553)
5 9 34 40 52 58 (2597)
7 9 29 36 40 56 (2532)
29 36 40 56 60 66 (2718)
5 7 40 56 58 62 (2616)
48 52 56 60 62 66 (2602)
29 36 40 56 60 62 (2753)
5 7 40 56 58 60 (2644)
3 29 34 48 58 60 (2517)
9 36 40 56 58 60 (2593)
5 36 40 58 60 62 (2703)
5 7 34 40 52 66 (2621)
7 34 36 48 52 58 (2711)
7 36 40 60 62 66 (2665)
5 7 34 40 52 62 (2652)
29 36 48 52 56 60 (2767)
5 29 40 56 60 62 (2659)
5 7 34 40 52 60 (2711)
25 29 34 56 58 60 (2535)
9 36 40 56 58 62 (2548)
5 29 40 56 60 66 (2641)
7 34 40 60 62 66 (2645)
5 36 40 58 60 66 (2714)
29 36 48 52 56 66 (2659)
9 29 40 52 62 66 (2573)
5 9 34 40 52 60 (2561)
3 34 36 40 52 58 (2583)
29 36 48 52 56 62 (2694)
9 34 36 40 58 60 (2598)
25 34 36 52 60 66 (2511)
9 34 36 40 58 62 (2530)
7 34 36 48 52 56 (2576)
9 29 34 52 56 58 (2629)
5 9 34 40 52 62 (2503)
7 36 40 48 60 62 (2692)
3 7 29 34 58 62 (2526)
29 34 56 58 62 66 (2640)
9 29 52 60 62 66 (2585)
7 29 40 48 58 66 (2729)
5 40 48 52 58 62 (2652)
7 29 36 40 48 58 (2833)
7 34 40 48 60 62 (2584)
7 29 40 48 58 62 (2735)
5 40 48 52 58 66 (2652)
3 7 29 34 58 60 (2598)
5 25 29 34 58 60 (2537)
7 34 40 48 60 66 (2608)
7 29 36 40 48 52 (2823)
5 40 48 52 58 60 (2729)
7 36 40 48 60 66 (2708)
7 29 36 40 48 56 (2678)
3 29 40 48 52 56 (2508)
3 29 40 48 52 58 (2637)
7 9 29 48 58 60 (2554)
7 36 52 56 60 62 (2675)
7 34 48 58 60 66 (2628)
3 29 40 48 52 66 (2530)
9 29 34 52 56 62 (2540)
29 36 48 52 56 58 (2791)
7 29 36 40 48 60 (2810)
9 29 34 52 56 60 (2593)
3 29 40 48 52 60 (2616)
7 36 52 56 60 66 (2647)
7 34 48 58 60 62 (2596)
3 29 40 48 52 62 (2533)
7 29 40 48 58 60 (2835)
7 34 36 48 52 66 (2594)
3 34 36 40 52 60 (2550)
7 34 36 48 52 62 (2585)
7 34 36 48 52 60 (2687)
3 29 36 40 52 62 (2607)
34 52 56 58 62 66 (2639)
3 29 36 40 52 60 (2678)
9 29 34 40 52 56 (2610)
5 25 29 40 60 66 (2516)
9 48 52 56 58 60 (2544)
9 29 34 40 52 58 (2722)
5 25 29 40 60 62 (2506)
5 29 42 52 58 60 (2525)
7 36 48 58 60 62 (2707)
5 34 48 52 56 58 (2547)
7 36 48 58 60 66 (2731)
5 25 34 40 52 60 (2516)
5 29 34 36 52 66 (2643)
5 29 34 36 52 60 (2734)
9 40 52 56 58 60 (2685)
5 29 34 36 52 62 (2668)
5 34 48 52 56 60 (2523)
3 29 36 40 52 66 (2577)
40 48 58 60 62 66 (2729)
5 29 36 48 62 66 (2547)
9 40 52 56 58 62 (2640)
9 40 52 56 58 66 (2566)
7 25 29 56 58 60 (2563)
3 34 40 52 56 60 (2528)
29 42 48 52 58 60 (2533)
3 36 40 52 56 62 (2516)
7 25 29 56 58 62 (2504)
3 34 40 52 56 62 (2500)
3 36 40 52 56 60 (2549)
7 25 52 58 60 66 (2589)
7 25 52 58 60 62 (2584)
25 29 36 52 60 62 (2623)
5 29 34 36 52 56 (2630)
5 29 34 36 52 58 (2778)
25 29 36 52 60 66 (2631)
5 29 34 36 40 52 (2760)
3 7 29 36 56 58 (2537)
3 34 40 52 56 58 (2561)
36 40 42 52 60 66 (2502)
5 7 36 56 58 62 (2531)
5 9 34 52 56 58 (2502)
5 7 36 56 58 60 (2566)
9 36 48 52 56 60 (2519)
5 29 34 36 40 56 (2616)
3 36 40 52 56 58 (2582)
5 29 34 36 40 58 (2768)
9 36 48 52 56 58 (2537)
7 34 52 56 58 62 (2692)
7 34 52 56 58 60 (2739)
5 29 48 52 56 58 (2607)
3 7 29 36 56 60 (2503)
7 34 52 56 58 66 (2631)
3 5 7 40 58 60 (2514)
7 9 34 52 56 60 (2502)
25 40 48 52 58 60 (2695)
9 29 34 40 52 62 (2617)
5 29 34 36 40 62 (2666)
25 40 48 52 58 62 (2602)
9 29 34 40 52 66 (2581)
29 34 36 58 62 66 (2665)
25 40 48 52 58 66 (2586)
5 29 34 36 40 60 (2725)
25 29 36 58 62 66 (2526)
29 40 56 58 60 62 (2850)
5 29 34 52 60 62 (2721)
5 29 34 36 40 66 (2634)
9 29 34 40 52 60 (2686)
29 40 56 58 60 66 (2814)
5 29 34 52 60 66 (2740)
5 29 48 52 56 66 (2507)
7 34 48 52 58 62 (2611)
7 29 56 58 60 62 (2770)
7 9 34 52 56 58 (2538)
7 9 29 36 60 66 (2504)
7 34 48 52 58 60 (2712)
34 36 40 48 62 66 (2580)
7 29 56 58 60 66 (2744)
5 25 34 40 52 58 (2542)
3 29 36 40 52 58 (2711)
5 29 48 52 56 62 (2527)
5 29 48 52 56 60 (2583)
3 29 36 40 52 56 (2582)
29 36 40 48 58 62 (2821)
3 7 36 52 58 60 (2629)
34 40 56 58 60 66 (2708)
9 29 40 56 60 66 (2568)
7 9 34 40 52 60 (2579)
7 34 36 40 56 66 (2519)
29 36 40 48 58 60 (2921)
3 7 36 52 58 62 (2548)
7 9 34 40 52 62 (2510)
7 29 40 52 60 66 (2867)
7 34 36 48 60 62 (2570)
3 7 29 58 62 66 (2518)
5 7 34 48 52 60 (2566)
7 29 40 52 60 62 (2863)
9 29 40 56 60 62 (2600)
5 9 29 52 60 66 (2545)
34 48 56 58 60 66 (2581)
7 34 36 60 62 66 (2560)
7 34 40 48 52 56 (2579)
7 34 36 48 60 66 (2603)
7 34 40 48 52 58 (2714)
5 9 29 52 60 62 (2531)
34 48 56 58 60 62 (2584)
7 25 29 34 36 40 (2512)
29 34 40 52 62 66 (2741)
7 34 36 40 56 58 (2669)
9 25 29 40 52 58 (2507)
5 29 40 42 58 60 (2517)
7 25 36 52 56 60 (2500)
5 7 29 34 58 60 (2735)
29 48 56 58 60 62 (2701)
5 7 29 34 58 62 (2670)
29 36 52 60 62 66 (2776)
7 34 40 48 52 60 (2691)
29 48 56 58 60 66 (2689)
5 34 36 52 58 66 (2646)
7 34 40 48 52 62 (2599)
7 25 36 52 56 58 (2527)
5 36 48 52 60 62 (2613)
5 29 52 60 62 66 (2710)
5 7 29 36 56 58 (2608)
7 34 40 48 52 66 (2599)
5 36 48 52 60 66 (2647)
7 36 48 56 60 66 (2575)
3 29 36 48 52 56 (2507)
7 34 36 40 56 62 (2588)
3 29 36 48 52 58 (2637)
3 7 36 52 58 66 (2528)
7 34 36 40 56 60 (2626)
29 36 40 48 58 66 (2814)
7 36 48 56 60 62 (2588)
7 25 29 34 36 52 (2527)
29 34 40 58 62 66 (2750)
7 29 36 48 58 62 (2724)
5 7 29 40 60 66 (2701)
7 29 36 48 58 60 (2834)
7 29 36 48 58 66 (2727)
5 7 29 40 60 62 (2687)
7 25 29 34 36 58 (2534)
5 52 58 60 62 66 (2714)
7 52 56 58 60 66 (2743)
5 34 36 52 58 62 (2672)
7 52 56 58 60 62 (2772)
5 34 36 52 58 60 (2737)
9 40 48 52 58 60 (2641)
9 29 56 58 62 66 (2500)
3 29 36 48 52 60 (2615)
3 29 36 48 52 62 (2522)
9 40 48 52 58 62 (2547)
29 36 40 42 48 58 (2509)
7 34 56 60 62 66 (2551)
34 36 52 56 58 66 (2627)
3 29 36 48 52 66 (2528)
3 29 40 60 62 66 (2576)
9 40 48 52 58 66 (2537)
5 7 29 36 56 62 (2528)
7 25 29 34 36 60 (2507)
29 36 40 42 48 52 (2504)
5 7 29 36 56 60 (2564)
7 29 34 36 58 62 (2704)
9 25 29 52 58 60 (2506)
7 29 34 36 58 60 (2785)
7 9 34 40 52 56 (2519)
7 29 34 36 58 66 (2677)
34 36 52 56 58 62 (2689)
5 9 29 36 40 58 (2564)
34 36 52 56 58 60 (2736)
9 29 36 58 60 62 (2608)
9 29 36 58 60 66 (2613)
5 7 34 48 52 58 (2590)
5 34 40 56 58 66 (2581)
34 40 56 58 60 62 (2735)
5 34 40 56 58 62 (2645)
7 9 34 40 52 58 (2615)
5 34 40 56 58 60 (2672)
5 9 29 36 40 52 (2557)
34 48 58 60 62 66 (2618)
3 7 29 36 48 52 (2563)
5 7 9 52 58 60 (2526)
9 29 34 36 48 60 (2525)
34 36 48 52 56 58 (2669)
7 29 36 40 48 62 (2709)
3 7 29 40 60 66 (2606)
7 29 36 40 48 66 (2704)
3 7 29 40 60 62 (2602)
29 40 42 48 58 60 (2522)
25 40 52 60 62 66 (2575)
5 34 52 58 62 66 (2638)
5 7 52 58 62 66 (2605)
7 9 29 36 52 62 (2526)
34 40 58 60 62 66 (2754)
7 9 29 36 52 60 (2613)
5 9 29 36 52 58 (2573)
7 25 36 40 60 66 (2510)
25 40 58 60 62 66 (2585)
3 36 56 58 60 62 (2501)
5 9 29 36 40 60 (2528)
3 7 29 34 58 66 (2511)
7 25 36 40 60 62 (2513)
3 7 29 36 48 60 (2550)
9 29 34 36 48 52 (2534)
5 7 29 52 56 58 (2700)
40 48 52 60 62 66 (2718)
9 29 34 36 48 58 (2541)
9 29 40 58 60 62 (2693)
5 7 29 52 56 60 (2656)
5 29 36 40 58 62 (2742)
5 29 36 40 58 60 (2801)
5 7 29 52 56 62 (2620)
7 25 29 36 58 60 (2642)
7 36 52 58 60 66 (2797)
36 48 56 58 62 66 (2581)
5 7 34 40 56 58 (2626)
9 29 34 40 60 66 (2589)
7 36 52 58 60 62 (2788)
9 29 40 58 60 66 (2689)
5 29 36 40 58 66 (2710)
9 29 34 40 60 62 (2588)
3 7 29 36 48 58 (2572)
5 29 40 48 56 60 (2569)
7 9 29 36 40 60 (2599)
7 36 40 52 58 66 (2773)
25 29 40 58 62 66 (2577)
7 25 34 40 58 60 (2552)
7 25 29 36 48 60 (2589)
3 7 40 56 58 60 (2572)
5 29 40 48 56 62 (2520)
3 40 52 58 62 66 (2567)
7 9 29 36 40 62 (2522)
7 25 29 36 58 62 (2549)
3 7 40 56 58 62 (2539)
7 9 36 58 60 66 (2503)
29 34 36 52 62 66 (2656)
9 40 48 56 58 60 (2527)
7 36 40 52 58 60 (2897)
7 25 29 36 58 66 (2529)
7 36 40 52 58 62 (2817)
5 7 34 40 56 60 (2583)
5 7 34 40 56 62 (2555)
7 25 48 58 60 66 (2505)
5 7 29 34 58 66 (2645)
36 40 56 58 62 66 (2644)
7 9 29 52 60 62 (2586)
7 25 29 36 48 52 (2597)
3 7 52 58 62 66 (2509)
7 25 29 36 48 58 (2606)
7 9 29 52 60 66 (2593)
34 36 48 52 56 60 (2645)
36 56 58 60 62 66 (2658)
34 36 48 52 56 62 (2577)
25 34 36 40 58 62 (2520)
5 9 29 36 52 60 (2537)
7 9 29 36 52 58 (2649)
3 7 29 52 56 62 (2549)
7 9 29 36 52 56 (2549)
3 7 29 52 56 60 (2592)
34 36 48 52 56 66 (2551)
29 34 36 56 60 62 (2646)
3 7 29 52 56 58 (2626)
29 34 36 56 60 66 (2629)
34 40 48 60 62 66 (2606)
3 34 52 58 60 62 (2560)
5 29 34 58 60 62 (2730)
3 34 52 58 60 66 (2577)
5 34 36 40 62 66 (2539)
5 29 34 58 60 66 (2748)
25 34 36 40 58 60 (2595)
7 40 42 52 58 60 (2555)
9 29 40 48 52 66 (2534)
36 40 48 52 62 66 (2692)
9 36 40 52 56 58 (2627)
48 52 56 58 62 66 (2602)
5 36 40 48 56 60 (2548)
3 7 29 34 40 60 (2576)
9 29 40 48 52 60 (2636)
9 29 40 48 52 62 (2539)
7 9 29 40 48 58 (2549)
3 7 29 34 40 62 (2514)
7 9 29 40 48 60 (2533)
25 29 52 60 62 66 (2582)
5 7 40 52 56 66 (2549)
5 29 48 56 58 60 (2587)
5 7 9 34 52 58 (2508)
9 29 34 56 58 60 (2597)
5 7 40 52 56 62 (2611)
9 29 34 56 58 62 (2545)
5 36 40 48 56 62 (2501)
5 29 48 56 58 66 (2511)
7 9 29 36 56 60 (2517)
3 36 52 56 58 60 (2573)
5 7 40 52 56 60 (2640)
7 9 29 48 52 58 (2563)
25 40 52 56 60 66 (2525)
5 29 48 56 58 62 (2532)
3 36 52 56 58 62 (2530)
7 9 29 48 52 60 (2547)
25 40 52 56 60 62 (2564)
5 9 29 36 58 60 (2544)
3 40 48 58 60 66 (2539)
3 40 48 58 60 62 (2521)
5 29 40 48 56 58 (2592)
3 7 29 34 52 58 (2625)
5 7 40 52 56 58 (2683)
5 34 56 60 62 66 (2525)
3 7 29 34 52 56 (2510)
5 36 40 48 56 58 (2573)
7 25 40 52 56 60 (2542)
9 36 40 48 52 60 (2616)
7 9 40 48 52 58 (2541)
5 9 36 52 58 60 (2538)
7 25 29 52 58 62 (2605)
25 36 52 60 62 66 (2524)
5 34 36 56 58 62 (2559)
29 36 48 52 62 66 (2699)
7 25 29 52 58 60 (2698)
5 34 36 56 58 60 (2593)
9 34 40 48 52 60 (2525)
7 25 29 52 58 66 (2585)
5 34 36 56 58 66 (2502)
29 34 42 58 60 66 (2502)
25 29 36 40 58 62 (2645)
25 29 36 40 58 60 (2728)
7 34 48 56 58 60 (2581)
9 36 40 48 52 66 (2512)
25 29 36 40 58 66 (2616)
3 7 29 34 52 62 (2519)
3 7 29 34 52 60 (2591)
29 36 40 52 60 62 (2878)
9 36 40 48 52 62 (2521)
5 25 36 48 58 60 (2500)
3 7 29 34 52 66 (2504)
29 34 40 52 60 62 (2844)
5 40 52 56 58 60 (2731)
5 29 40 52 58 62 (2828)
3 7 40 52 58 62 (2626)
5 40 52 56 58 62 (2705)
5 29 40 52 58 60 (2887)
3 7 40 52 58 60 (2697)
5 25 40 52 58 60 (2590)
5 40 52 56 58 66 (2639)
5 7 40 48 52 66 (2544)
7 25 40 52 56 58 (2568)
3 9 40 52 58 60 (2517)
5 25 40 52 58 62 (2527)
5 7 25 29 40 52 (2507)
5 7 29 36 48 60 (2622)
5 7 40 48 52 62 (2540)
5 7 25 29 40 58 (2516)
5 7 40 48 52 60 (2620)
3 7 40 52 58 66 (2597)
5 25 40 52 58 66 (2509)
9 34 40 48 52 58 (2541)
7 9 29 36 56 58 (2553)
7 9 34 56 58 60 (2506)
5 7 29 36 48 52 (2636)
9 36 40 48 52 58 (2634)
5 7 29 36 48 58 (2646)
7 9 29 40 48 52 (2542)
3 40 52 56 58 66 (2541)
3 40 52 56 58 60 (2642)
3 40 52 56 58 62 (2609)
29 34 48 56 60 62 (2580)
9 36 40 48 52 56 (2516)
5 29 40 52 58 66 (2796)
29 40 48 60 62 66 (2721)
29 34 48 56 60 66 (2578)
7 36 40 52 56 60 (2748)
34 48 52 60 62 66 (2609)
40 48 52 56 58 60 (2781)
40 48 52 56 58 62 (2721)
5 7 40 48 52 58 (2643)
25 29 40 48 60 62 (2583)
25 36 48 52 56 58 (2562)
5 7 40 48 52 56 (2501)
40 48 52 56 58 66 (2669)
7 36 40 52 56 66 (2624)
7 36 40 52 56 62 (2705)
7 29 34 58 60 62 (2757)
5 29 40 42 52 58 (2535)
5 7 29 36 48 62 (2535)
7 40 56 60 62 66 (2644)
3 36 40 56 58 60 (2553)
5 7 29 34 62 66 (2540)
5 7 29 36 48 66 (2547)
3 36 40 56 58 62 (2520)
7 29 40 52 58 62 (2907)
25 29 40 48 60 66 (2589)
7 29 40 52 58 60 (2987)
3 29 34 40 60 62 (2555)
29 34 40 52 60 66 (2852)
7 29 34 58 60 66 (2774)
7 29 40 52 58 66 (2866)
7 36 40 48 56 58 (2684)
3 29 34 40 60 66 (2563)
7 29 40 52 58 64 (2508)
29 36 40 52 60 66 (2881)
7 29 40 48 52 60 (2825)
3 9 29 52 58 60 (2539)
5 9 29 34 40 52 (2596)
7 29 40 48 52 62 (2724)
7 36 40 48 56 62 (2598)
7 36 40 48 56 60 (2661)
5 9 29 34 40 58 (2603)
3 36 48 58 60 66 (2537)
5 29 36 48 56 62 (2506)
5 29 36 48 56 60 (2562)
3 7 36 56 58 60 (2503)
3 36 48 58 60 62 (2510)
7 29 40 48 52 66 (2719)
25 36 48 52 56 60 (2545)
5 25 29 36 48 52 (2505)
7 36 40 48 56 66 (2552)
5 29 34 58 62 66 (2643)
7 25 40 48 52 60 (2579)
5 25 29 36 48 58 (2514)
7 29 34 40 60 66 (2754)
5 34 48 56 58 60 (2527)
5 7 29 48 52 58 (2661)
5 7 29 48 52 56 (2518)
7 29 40 48 52 56 (2699)
5 34 40 48 58 60 (2662)
25 29 34 36 58 60 (2613)
3 7 29 48 58 60 (2576)
7 29 40 48 52 58 (2848)
25 29 40 56 60 62 (2556)
25 29 34 36 58 62 (2528)
5 34 40 48 58 62 (2584)
25 29 40 56 60 66 (2521)
7 25 40 48 52 58 (2595)
5 9 40 52 56 58 (2543)
5 34 40 48 58 66 (2586)
5 34 36 48 56 60 (2502)
5 34 40 52 58 66 (2725)
36 40 48 60 62 66 (2703)
5 34 40 52 58 62 (2758)
5 34 40 52 58 60 (2816)
5 7 34 58 60 66 (2647)
25 36 40 52 60 66 (2615)
7 29 34 40 60 62 (2745)
25 36 40 52 60 62 (2620)
5 7 34 58 60 62 (2628)
3 7 29 34 40 58 (2609)
5 36 40 52 58 60 (2795)
5 7 29 48 52 62 (2550)
25 29 34 52 56 60 (2532)
5 7 29 48 52 66 (2562)
7 36 40 52 56 58 (2791)
5 36 40 52 58 66 (2703)
7 9 40 56 60 62 (2507)
5 9 40 52 56 60 (2505)
5 36 40 52 58 62 (2738)
5 7 29 48 52 60 (2637)
3 7 29 34 40 52 (2602)
5 7 29 52 58 62 (2733)
5 7 29 52 58 60 (2799)
5 7 29 52 58 66 (2709)
25 29 34 36 58 66 (2514)
5 7 40 48 56 58 (2505)
5 34 36 48 56 58 (2526)
25 29 34 52 56 58 (2559)
29 40 48 56 62 66 (2585)
3 36 40 52 58 60 (2678)
3 36 40 52 58 62 (2607)
5 36 48 58 60 66 (2657)
3 5 36 52 58 60 (2503)
7 34 48 52 58 66 (2619)
3 36 40 52 58 66 (2577)
29 34 48 52 60 66 (2725)
5 36 48 58 60 62 (2624)
34 40 52 56 60 62 (2730)
7 36 40 48 52 56 (2680)
36 48 52 58 62 66 (2707)
7 36 40 48 52 58 (2829)
34 40 52 56 60 66 (2704)
3 5 29 36 58 60 (2512)
29 40 52 56 60 62 (2845)
29 34 48 52 60 62 (2693)
29 40 52 56 60 66 (2810)
7 29 40 48 56 66 (2574)
7 9 36 40 58 60 (2598)
7 9 36 40 58 62 (2522)
7 9 29 36 48 58 (2545)
7 29 40 48 56 62 (2617)
